Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 1,Summary,11331,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-099,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,1.0E-99,"""dmso""","""NEG""",0.0,0.0,0.0,28615,-8.34249653391979e-002,1.54561558901683,-8.43443375706897e-002,1.04539409853281
A - 2,Summary,10780,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""dmso""","""NEG""",0.0,0.0,0.0,28615,-3.07405459673948e-002,0.569530558015943,-3.10793175117212e-002,1.01703332713066
A - 3,Summary,11179,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GSK J4""","""SING""",18295.0,0.0,0.0,28615,-6.88913324090452e-002,1.27635075287865,-6.96505389337329e-002,1.03767143932987
A - 4,Summary,8893,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""mitomycin""","""SING""",18269.0,0.0,0.0,28615,0.149686857579959,-2.77325066430469,0.151336458987868,0.911196539893977
A - 5,Summary,9553,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GW 405833""","""SING""",18296.0,0.0,0.0,28615,8.65802935411388e-002,-1.60407440212578,8.75344385905554e-002,0.949907186401077
A - 6,Summary,10011,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""pifithrin-mu""","""SING""",18270.0,0.0,0.0,28615,4.27881627384424e-002,-0.79273693534101,4.32597032239354e-002,0.975651944791517
A - 7,Summary,9114,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""AM 580""","""SING""",18297.0,0.0,0.0,28615,0.128555720227566,-2.38175376439327,0.129972449127556,0.924382394204108
A - 8,Summary,9530,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CCT036477""","""SING""",18271.0,0.0,0.0,28615,8.87794616818856e-002,-1.64481842338353,8.97578423316738e-002,0.948591097974398
A - 9,Summary,10952,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""SB 225002""","""SING""",18298.0,0.0,0.0,28615,-4.7186499019936e-002,0.87422497785651,-4.77065107061724e-002,1.02599626468547
A - 10,Summary,11462,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run2\4x_DAPI\4x_DAPI_28615_1\4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,4x_DAPI_28615_1.2019.09.25.16.33.11.CSV,Broad-p1_map.xlsx,28615,Broad-p1,1.e-007,A2780ip2,2,2,20190916,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CI-976""","""SING""",18272.0,0.0,0.0,28615,-9.59506621408424e-002,1.77767936226749,-9.70080719222775e-002,1.05199019887769
