Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name,Plate Barcode,IBT Barcode,Anchor_conc,Anchor_name,CELL LINE,RUN,SET,date,notes,CMPD1,DOSE1,CMPD2,DOSE2,Func,TimePoint,CellLine,Count_FA,Count_Z,Count_RobustZ
A - 1,Summary,7205,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,6.68214776550902e-003,-0.102418070811839,-0.183533447684391
A - 2,Summary,7620,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-5.05318576026124e-002,0.774507770826572,1.2401372212693
A - 3,Summary,4959,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.316327102119245,-4.84838298724527,-7.8885077186964
A - 4,Summary,5135,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.292062849240234,-4.47648190741789,-7.28473413379074
A - 5,Summary,5638,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.222716717432608,-3.41360552586579,-5.55917667238422
A - 6,Summary,5493,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.242707153043156,-3.72000130185994,-6.05660377358491
A - 7,Summary,5593,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.228920645725537,-3.50869387013984,-5.71355060034305
A - 8,Summary,5679,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.217064249432384,-3.32696947886055,-5.41852487135506
A - 9,Summary,5981,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.175428997333173,-2.68882103506585,-4.38250428816467
A - 10,Summary,6354,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.124005325038452,-1.90064431474988,-3.10291595197256
A - 11,Summary,6974,,A,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,3.85289796692102e-002,-0.590538238085268,-0.97598627787307
A - 12,Summary,6815,,A,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,6.04495263042254e-002,-0.926517054520226,-1.52144082332762
A - 13,Summary,6705,,A,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,7.5614684353607e-002,-1.15895522941233,-1.89879931389365
A - 14,Summary,6575,,A,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,9.35371438665124e-002,-1.43365489064846,-2.34476843910806
A - 15,Summary,6867,,A,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,5.32805424990632e-002,-0.816637190025774,-1.34305317324185
A - 16,Summary,6631,,A,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,8.58166997686454e-002,-1.31532272888521,-2.15265866209262
A - 17,Summary,6242,,A,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,0.139446213234186,-2.13730863827639,-3.48713550600343
A - 18,Summary,6301,,A,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,0.13131217391679,-2.01263725356154,-3.28473413379074
A - 19,Summary,6855,,A,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,5.49349233771775e-002,-0.841994081832186,-1.38421955403087
A - 20,Summary,6433,,A,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,0.113113984257532,-1.733711443691,-2.83190394511149
A - 21,Summary,7231,,A,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,3.09765586292787e-003,-4.74781385646136e-002,-9.43396226415094e-002
A - 22,Summary,6975,,A,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,3.83911145960341e-002,-0.588425163768067,-0.972555746140652
A - 23,Summary,7246,,A,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,1.02967976528501e-003,-1.57820238065987e-002,-4.28816466552316e-002
A - 24,Summary,6964,,A,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,3.99076304009722e-002,-0.611668981257278,-1.01029159519726
B - 1,Summary,6983,,B,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,3.72881940106244e-002,-0.571520569230459,-0.945111492281304
B - 2,Summary,7770,,B,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-7.12116185790417e-002,1.09146891840672,1.75471698113208
B - 3,Summary,4863,,B,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.32956214914416,-5.05123812169656,-8.21783876500858
B - 4,Summary,5337,,B,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.264214104458643,-4.04964089534329,-6.5917667238422
B - 5,Summary,4675,,B,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.355480782901284,-5.44849609333035,-8.86277873070326
B - 6,Summary,4307,,B,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,0.406215129830125,-6.22610744206031,-10.1252144082333
B - 7,Summary,6114,,B,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.157092942600739,-2.40778215087812,-3.926243567753
B - 8,Summary,5846,,B,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.194040782211959,-2.97408606788799,-4.84562607204117
B - 9,Summary,5870,,B,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.19073202045573,-2.92337228427516,-4.76329331046312
B - 10,Summary,5236,,B,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.278138476849439,-4.26306140138059,-6.93825042881647
B - 11,Summary,6125,,B,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.155576426795801,-2.38453833338891,-3.8885077186964
B - 12,Summary,5865,,B,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.191421345821611,-2.93393765586117,-4.78044596912521
B - 13,Summary,6800,,B,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,6.25175024018683e-002,-0.958213169278241,-1.57289879931389
B - 14,Summary,6691,,B,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,7.75447953780737e-002,-1.18853826985315,-1.94682675814751
B - 15,Summary,7152,,B,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,1.39889966438473e-002,-0.214411009623492,-0.365351629502573
B - 16,Summary,6473,,B,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,0.107599381330484,-1.64918847100296,-2.69468267581475
B - 17,Summary,6907,,B,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,4.77659395720154e-002,-0.732114217337735,-1.20583190394511
B - 18,Summary,7040,,B,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,2.94298848395813e-002,-0.451075333150003,-0.749571183533448
B - 19,Summary,7085,,B,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,2.32259565466525e-002,-0.355986988875958,-0.595197255574614
B - 20,Summary,7511,,B,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-3.55045646264069e-002,0.544182670251664,0.866209262435678
B - 21,Summary,7222,,B,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,4.33844152151364e-003,-6.64958074194225e-002,-0.125214408233276
B - 22,Summary,7517,,B,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-3.6331755065464e-002,0.55686111615487,0.886792452830189
B - 23,Summary,7589,,B,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run2\4x_DAPI\4x_DAPI_029898_1\4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,4x_DAPI_029898_1.2020.02.18.10.29.44.CSV,29898,Day3,,,OVCAR5,2,1,20200213,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-4.62580403341502e-002,0.709002466993341,1.13379073756432
