Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 1,Summary,10185,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-099,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,1.0E-99,"""dmso""","""NEG""",0.0,0.0,0.0,28351,-5.34209029322026e-002,1.26593137254902,-5.48534409515718e-002,1.02617128501453
A - 2,Summary,10047,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""dmso""","""NEG""",0.0,0.0,0.0,28351,-3.91477478409268e-002,0.927696078431373,-4.01975361087511e-002,1.01927808279278
A - 3,Summary,7457,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GSK J4""","""SING""",18295.0,0.0,0.0,28351,0.228732481770699,-5.4203431372549,0.234866185216653,0.874359220256754
A - 4,Summary,7041,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""mitomycin""","""SING""",18269.0,0.0,0.0,28351,0.271758804364689,-6.43995098039216,0.279046304163127,0.847673137231346
A - 5,Summary,9779,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GW 405833""","""SING""",18296.0,0.0,0.0,28351,-1.14288669390288e-002,0.270833333333333,-1.17353440951572e-002,1.00568574553899
A - 6,Summary,9027,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""pifithrin-mu""","""SING""",18270.0,0.0,0.0,28351,6.63494854424161e-002,-1.57230392156863,6.81287170773152e-002,0.965992165457896
A - 7,Summary,7384,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""AM 580""","""SING""",18297.0,0.0,0.0,28351,0.236282773956663,-5.59926470588235,0.242618946474087,0.869758560188531
A - 8,Summary,9498,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CCT036477""","""SING""",18271.0,0.0,0.0,28351,1.76345865439314e-002,-0.417892156862745,1.8107476635514e-002,0.991130565904804
A - 9,Summary,9644,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""SB 225002""","""SING""",18298.0,0.0,0.0,28351,2.53400217200184e-003,-6.00490196078431e-002,2.60195412064571e-003,0.9987327629804
A - 10,Summary,8872,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28351_1\4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,4x_DAPI_28351_1.2019.09.03.13.27.56.CSV,Broad-p1_map.xlsx,28351,Broad-p1,1.e-007,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CI-976""","""SING""",18272.0,0.0,0.0,28351,8.23809277550809e-002,-1.95220588235294,8.4590059473237e-002,0.957504386741277
