Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name[1],File Name[2],Plate Barcode,IBT Barcode,Conc1,CELL LINE,RUN,SET,notes,MetaPath,Conc,Cmpd1,Func,LIB_WELL_ID,TimePoint,CellLine,PlateID,Count_FA,Count_RZ,Count_Unit,Count_GRI
A - 1,Summary,9177,,A,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-099,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,1.0E-99,"""dmso""","""NEG""",0.0,0.0,0.0,28352,6.37624974495001e-002,-1.32978723404255,6.53253200940685e-002,0.967510821078382
A - 2,Summary,10004,,A,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""dmso""","""NEG""",0.0,0.0,0.0,28352,-2.06080391756784e-002,0.429787234042553,-2.11131434544029e-002,1.01016711558853
A - 3,Summary,9668,,A,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GSK J4""","""SING""",18295.0,0.0,0.0,28352,1.36706794531728e-002,-0.285106382978723,1.40057486281683e-002,0.993168289402732
A - 4,Summary,10271,,A,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""mitomycin""","""SING""",18269.0,0.0,0.0,28352,-4.78473780861048e-002,0.997872340425532,-4.9020120198589e-002,1.023371761746
A - 5,Summary,9453,,A,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GW 405833""","""SING""",18296.0,0.0,0.0,28352,3.56049785758008e-002,-0.742553191489362,3.64776587405278e-002,0.982056773307064
A - 6,Summary,9608,,A,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""pifithrin-mu""","""SING""",18270.0,0.0,0.0,28352,1.97918792083248e-002,-0.412765957446809,2.02769793571989e-002,0.990086235191119
A - 7,Summary,8671,,A,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""AM 580""","""SING""",18297.0,0.0,0.0,28352,0.115384615384615,-2.4063829787234,0.118212699242226,0.939966429338016
A - 8,Summary,10131,,A,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CCT036477""","""SING""",18271.0,0.0,0.0,28352,-3.35645786574168e-002,0.7,-3.43872484975176e-002,1.01648057932799
A - 9,Summary,10299,,A,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""SB 225002""","""SING""",18298.0,0.0,0.0,28352,-5.07039379718426e-002,1.05744680851064,-5.19466945388032e-002,1.02474151775691
A - 10,Summary,10548,,A,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""CI-976""","""SING""",18272.0,0.0,0.0,28352,-7.61069169557234e-002,1.58723404255319,-7.79723020642801e-002,1.03680111325497
A - 11,Summary,9199,,A,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""VER 155008""","""SING""",18299.0,0.0,0.0,28352,6.15180575392777e-002,-1.28297872340426,6.30258688267572e-002,0.968682247059759
A - 12,Summary,10442,,A,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""etomoxir""","""SING""",18273.0,0.0,0.0,28352,-6.52927973882882e-002,1.36170212765957,-6.68931277763261e-002,1.03169374434445
A - 13,Summary,9910,,A,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""PF 750""","""SING""",18300.0,0.0,0.0,28352,-1.10181595592735e-002,0.229787234042553,-1.1288215312255e-002,1.00545526175865
A - 14,Summary,9435,,A,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""GW-405833""","""SING""",18274.0,0.0,0.0,28352,3.74413385023464e-002,-0.780851063829787,3.8359027959237e-002,0.981117922816778
A - 15,Summary,10391,,A,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""Prochlorperazine dimaleate""","""SING""",18301.0,0.0,0.0,28352,-6.00897775964089e-002,1.2531914893617,-6.15625816566501e-002,1.02922253362719
A - 16,Summary,8438,,A,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""KHS101""","""SING""",18275.0,0.0,0.0,28352,0.139155274433789,-2.90212765957447,0.142565978573295,0.926875229817784
A - 17,Summary,8541,,A,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""PF 4800567 hydrochloride""","""SING""",18302.0,0.0,0.0,28352,0.128647214854111,-2.68297872340426,0.131800365821793,0.932695399872832
A - 18,Summary,9028,,A,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_28352_1\4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,4x_DAPI_28352_1.2019.09.03.13.35.25.CSV,Broad-p1_map.xlsx,28352,Broad-p1,1.e-008,A2780ip2,1,1,20190827,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\PlateMaps\Broad-p1_map.xlsx,0.0,"""MST-312""","""SING""",18276.0,0.0,0.0,28352,7.89634768414609e-002,-1.6468085106383,8.08988764044944e-002,0.959521025398419
