PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit
1,alisertib,Selinexor,0,0,5.61607813673929,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,12.1149511645379,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,5.46581517655898,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,12.7535687453043,nM
1,alisertib,Selinexor,0,0,1.59654395191585,nM
1,alisertib,Selinexor,0,0,10.1239669421488,nM
1,alisertib,Selinexor,0,0,2.0473328324568,nM
1,alisertib,Selinexor,0,0,6.96844477836213,nM
1,alisertib,Selinexor,0,0,13.0540946656649,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,1.07062359128475,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,1.59654395191585,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,1.01776092596288,nM
1,alisertib,Selinexor,0,0,4.33047295948912,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,4.13091199361405,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,6.52564358411495,nM
1,alisertib,Selinexor,0,0,4.13091199361405,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,5.84713630013969,nM
1,alisertib,Selinexor,0,0,13.2308920375175,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,6.28617042506486,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,3.01337058471363,nM
1,alisertib,Selinexor,0,0,3.37258032328876,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,10.9159848333666,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,1.16301990932387,nM
1,alisertib,Selinexor,0,0,21.7425586438005,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,5.34200670214863,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,2.03035679085354,nM
1,alisertib,Selinexor,0,0,0,nM
1,alisertib,Selinexor,0,0,0,nM
