Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name,Plate Barcode,IBT Barcode,Anchor_conc,Anchor_name,CELL LINE,RUN,SET,date,notes,CMPD1,DOSE1,CMPD2,DOSE2,Func,TimePoint,CellLine,Count_FA,Count_Z,Count_RobustZ
A - 11,Summary,774,,A,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,9.95910206307372e-002,-1.73393725126251,-2.56164383561644
A - 12,Summary,860,,A,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,-4.5442152140307e-004,7.91174142755065e-003,-0.205479452054795
A - 13,Summary,968,,A,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,-0.126092883758975,2.19535001131739,2.75342465753425
A - 14,Summary,863,,A,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,-3.94437880578002e-003,6.86739155911573e-002,-0.123287671232877
A - 15,Summary,876,,A,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-1.90675270380805e-002,0.331976670300119,0.232876712328767
A - 16,Summary,841,,A,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,2.16486412796512e-002,-0.376915361608625,-0.726027397260274
A - 17,Summary,807,,A,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,6.12014905025903e-002,-1.06555333546283,-1.65753424657534
A - 18,Summary,796,,A,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,7.39980005453059e-002,-1.28834797406272,-1.95890410958904
A - 19,Summary,839,,A,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,2.39752794692358e-002,-0.417423477717696,-0.780821917808219
A - 20,Summary,884,,A,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-2.83740797964189e-002,0.494009134736404,0.452054794520548
A - 21,Summary,865,,A,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-6.27101699536481e-003,0.109182031700228,-6.84931506849315e-002
A - 22,Summary,912,,A,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-6.09470144506041e-002,1.0611227602634,1.21917808219178
A - 23,Summary,832,,A,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,3.21185131327821e-002,-0.559201884099445,-0.972602739726027
A - 24,Summary,820,,A,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,4.60783422702901e-002,-0.802250580753871,-1.3013698630137
B - 1,Summary,886,,B,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-3.07007179860037e-002,0.534517250845475,0.506849315068493
B - 2,Summary,910,,B,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-5.86203762610196e-002,1.02061464415433,1.16438356164384
B - 3,Summary,818,,B,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,4.84049804598747e-002,-0.842758696862942,-1.35616438356164
B - 4,Summary,846,,B,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,1.58320458056895e-002,-0.275645071335947,-0.589041095890411
B - 5,Summary,927,,B,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,-7.83968008724891e-002,1.36493363108143,1.63013698630137
B - 6,Summary,813,,B,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,5.42215759338364e-002,-0.94402898713562,-1.49315068493151
B - 7,Summary,773,,B,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,0.10075433972553,-1.75419130931704,-2.58904109589041
B - 8,Summary,811,,B,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,5.6548214123421e-002,-0.984537103244691,-1.54794520547945
B - 9,Summary,838,,B,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,2.51385985640281e-002,-0.437677535772231,-0.808219178082192
B - 10,Summary,882,,B,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.99000999000999E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,-2.60474416068344e-002,0.453501018627333,0.397260273972603
B - 11,Summary,831,,B,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,3.32818322275744e-002,-0.57945594215398,-1
B - 12,Summary,824,,B,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,4.14250658911207e-002,-0.721234348535729,-1.19178082191781
B - 13,Summary,854,,B,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,6.52549304735084e-003,-0.113612606899663,-0.36986301369863
B - 14,Summary,906,,B,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303163E-9,"""DMSO""",0.0,"""SING""",0.0,0.0,-5.39670998818502e-002,0.939598411936186,1.05479452054795
B - 15,Summary,848,,B,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,1.35054076161049e-002,-0.235136955226876,-0.534246575342466
B - 16,Summary,903,,B,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-5.04771425974733e-002,0.878836237772579,0.972602739726027
B - 17,Summary,825,,B,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,4.02617467963284e-002,-0.700980290481194,-1.16438356164384
B - 18,Summary,874,,B,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",9.990509016434388E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-1.67408888484957e-002,0.291468554191048,0.178082191780822
B - 19,Summary,864,,B,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-5.10769790057242e-003,8.89279736456928e-002,-9.58904109589041e-002
B - 20,Summary,914,,B,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,-6.32736526401889e-002,1.10163087637247,1.27397260273973
B - 21,Summary,824,,B,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,4.14250658911207e-002,-0.721234348535729,-1.19178082191781
B - 22,Summary,857,,B,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.997152704930316E-10,"""DMSO""",0.0,"""SING""",0.0,0.0,3.03553576297388e-003,-5.2850432736056e-002,-0.287671232876712
B - 23,Summary,923,,B,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,-7.37435244933198e-002,1.28391739886329,1.52054794520548
B - 24,Summary,787,,B,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,8.44678723984369e-002,-1.47063449655354,-2.20547945205479
C - 1,Summary,830,,C,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,3.44451513223668e-002,-0.599710000208516,-1.02739726027397
C - 2,Summary,831,,C,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""dmso""",0.0,"""DMSO""",0.0,"""NEG""",0.0,0.0,3.32818322275744e-002,-0.57945594215398,-1
C - 3,Summary,830,,C,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,3.44451513223668e-002,-0.599710000208516,-1.02739726027397
C - 4,Summary,824,,C,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,4.14250658911207e-002,-0.721234348535729,-1.19178082191781
C - 5,Summary,829,,C,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\Combination_2020\rawdata\run1\4x_DAPI_030057_1\4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,4x_DAPI_030057_1.2020.02.13.17.25.34.CSV,30057,Day0,,,A2780ip2,1,1,20200206,,"""KPT-330""",2.9971527049303204E-8,"""DMSO""",0.0,"""SING""",0.0,0.0,3.56084704171591e-002,-0.619964058263051,-1.05479452054795
