Date_run,time_run,ID,Protocol,Ellapsed_time_minutes
20210202,15:25:32,2459248.39273663,2b) Fit combination data ,
20210420,11:17:40,2459325.17893825,1b) Summarize quality control data,
20210420,11:20:07,2459325.18064453,1b) Summarize quality control data,0.18333300948143
20210420,11:37:57,2459325.1930317,1b) Summarize quality control data,
20210420,11:38:48,2459325.19361227,1b) Summarize quality control data,
20210420,11:56:41,2459325.20603197,1b) Summarize quality control data,
20210420,11:57:56,2459325.20689816,1b) Summarize quality control data,
20210420,12:04:38,2459325.21155094,1b) Summarize quality control data,
20210630,10:24:13,2459396.14182095,2b) Fit combination data ,
